file	beg	end	text	speaker	section
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	102.58	103.999	then a judge in the courts,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	104.1	105.794	was a good friend of Chaucer's,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	105.933	109.147	when a poet might not have lived to produce the works he did.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	110.15	113.179	And it was, of the hundred twenty projected tales,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	113.52	116.113	Chaucer managed to complete only a handful	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	116.46	118.938	and it is on these that his reputation rests.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	120.092	121.42	And ((when)) the plague	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	121.591	124.8	like a guided missile, struck down half of London	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	125.19	129.478	it did so by bypassing the city's chief customs inspector.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	131.51	135.5	((As)) Chaucer escaped both the plague and the rebellion of the peasants,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	136.25	139.926	so I escaped not knowing you, et cetera, et cetera.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	147.749	148.341	{cough}	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	150.673	151.615	Leap year.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	154.974	156.74	In ((a)) language of the spirit	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	157.29	160.467	one of the waist high metal ashtrays is on fire.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	162.04	164.45	Ah, in the ((lounge)) of the spirit.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	166.131	168.73	I ((was)) on the verge of waking up ((in it))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	169.2	172.279	as that (()) is clearly melting into the sky.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	172.76	174.403	The sky ((and the)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	175.08	176.617	as if (()) ((were)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	176.84	179.863	and the way out were to paint everything turquoise.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	180.5	182.456	The night ((crowded)) by stars,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	182.81	184.949	people ((drinking)) everything in sight,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	185.68	189.028	a ((bus)) taking (()) from one city river to another	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	189.538	192.25	((charred in glow)) of not knowing the ending.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	210.998	211.823	{cough}	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	214.68	216.376	The ((Brooklynese)) capital.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	217.24	219.205	Some (()) for (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	223.815	225.535	The Asia of New England.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	226.73	228.311	The ((parasol bath.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	229.511	231.242	The (()) brandisher.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	232.44	233.955	((Xeno's)) gold	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	235.43	236.693	(()) cookies.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	238.128	239.568	There will be (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	240.74	243.257	There will be (()) ((Masonic)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	244.78	247.282	The deflector of the night's (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	248.456	249.964	((devouring)) omelets.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	251.581	253.195	The ((beret)) of age.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	254.749	255.452	Some ((joke))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	256.76	258.28	The ((whale)) cartel.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	259.43	261.367	The ((green)) fingered dawn.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	264.1	265.968	The critic of peace.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	267.865	269.543	((When does)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	270.905	273.012	The (()) of Tuscany.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	274.82	276.931	Mortality's reiterator.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	278.76	280.37	(()) river whitefish.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	281.731	283.48	The ((foot wigwam.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	284.923	287.61	These ((distractions, they are)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	289.03	291.45	The second baseman of composers.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	296.248	299.949	I think that's Chopin. {laugh} I (()) can check.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	300.619	302.09	Never been able to check before.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	303.204	304.066	I should check.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	308.441	309.001	Yes.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	311.27	312.69	Wait (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	313.77	315.392	The light slurper.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	316.141	318.11	The weekend divider.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	319.361	321.31	The ((face's mood ring.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	322.79	325.395	Ambition's green monster.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	326.81	328.55	The smegma convention.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	330.798	332.799	Card carrier of the (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	334.082	335.569	(()) ((your)) (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	336.838	340.327	The ((mouse that plucked the sea stallion's aimlessness.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	341.86	343.86	The Anglophile of languages.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	345.39	346.98	(()) tourniquet.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	347.79	349.17	The gravy supper.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	351.064	352.77	The (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	354.41	355.65	((Tennis)) victims.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	357.5	359.273	((Sewer)) (()) ((ballet))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	360.53	362.122	The Netherlands of lips.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	363.54	365.038	The mouth flounder.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	366.12	367.85	The parasitic trade.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	369.386	370.741	((Pam)) and ((Jerry's))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	372.07	373.718	The pill pushing race.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	375.9	378.676	The ((fisher for midnight oil's Cupid.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	379.98	381.923	The cigarette pyromaniac.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	383.21	384.614	The mosquito beach.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	386.36	388.69	Sunset's hamburger extender.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	390.35	392.09	The ((Brooklynese)) capital.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	393.3	395.581	The Gatling gun of despair.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	396.76	398.432	The tongue motel.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	399.57	401.552	(())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	402.777	403.703	Sexual=	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	403.84	405.286	sexual liquid lunch.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	406.27	407.77	The game delayer.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	408.38	409.982	The ((rose coup.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	410.81	412.78	The escape from sleep.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	414.05	415.609	(())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	417.09	418.708	The ((shrub settee.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	419.82	422.39	The rum runner's Louisville slugger.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	423.74	425.29	The ((penis code.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	427.023	428.48	(()) ((stuffing.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	429.78	431.85	The deflator of leisure.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	433.11	434.79	The barber's friend.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	436.25	437.892	The fried egg dish.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	438.87	440.318	The winter (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	441.16	443.104	The (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	443.87	445.68	The (()) ((city.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	446.57	449.404	The George Washington Carver of boredom.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	450.306	451.91	The schnitzel of the Alps.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	452.809	454.01	The ((smell way.))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	469.011	469.794	Lines.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	473.98	475.775	As (()) an evening	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	476.004	477.168	taken together	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	477.42	478.695	by the same thing.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	480.312	483.43	The morning air ((dents a jar of tulips))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	483.99	488.43	and (()) affairs are wasted with a dispatch of elegant theory.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	490.42	496.029	The empowerment of leaders begins its arduous journey through permanent display, pink.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	496.57	498.778	A parade of points, green,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	499.035	500.263	turning out products.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	500.65	504.015	(()) highway to ((art,)) to (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	505.92	508.859	((for)) the free movement through elevated channels	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	508.96	510.78	causes the scale to fold,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	511.16	512.869	the council to abandon.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	525.02	526.57	(())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	527.34	527.858	{cough}	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	529.202	530.281	(())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	533.45	535.232	((If I)) (()) ((sleeping))	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	535.93	538.187	and (()) and the baby are sleeping	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	539.33	542.235	and the earth is a ((wheel)) on a blanket of emeralds	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	542.481	543.994	held out at arm's length	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	544.764	548.571	to ((locate)) the smell of gardenia and ((ingenious)) honeysuckle	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	549.6	552.789	((here by)) the precise moment the north light turns	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	553.19	557.239	illuminating the wildly creaking carriage against the east (())	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	557.98	561.12	showing ((a)) layer of boxes of unopened presents	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	561.37	562.989	(()) et cetera.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	563.78	565.76	The paint beginning to peel.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	566.243	569.637	((Cold)) wind rushing past ((colored)) insulation	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	569.699	572.505	and ((stopped but)) there over her head.	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	573.38	574.45	(()) then I think	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	574.73	577.43	the fathers of the world are out of their minds,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	578.13	579.5	getting up in unison,	Speaker1	
Andrews-Bruce-and-Charles-North_Complete-Recording_Ear-Inn-NY_10-28-78	579.9	584.826	leaving warm beds and (()) our cold feet past the ((cold)) bathroom.	Speaker1	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	0.14	5.748	You know gallons and gallons of gasoline in huge tankers that are explosi- # that are flying explosives.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	6.529	12.348	I mean, I don't know. I mean I= I= I # you know but they don't talk about that, that # you know that # uh you know they say the=	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	12.759	19.115	the food nearly didn't reach the f- # uh the= the troops, let alone the humanitarian aid. The food nearly didn't reach them for the next two days.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	19.731	25.566	So what you have is all these supplies have to go into # you know high= high tech wars require high t- # uh re- require freight	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	27.694	38.837	But you could've # I mean I could've run a news program. In the area of twenty minutes, I could've produced an absolutely clear articulate example of what we knew and what we didn't know very clearly. ((And)) I said, Now go to sleep people and wait for something to happen.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	38.924	39.696	{laugh}	Audience	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	41.052	42.478	You know, it would've been the end of the program	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	42.959	45.979	and not enough s- # ((I mean)) it wouldn't be enough advertisement really, I mean but	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	46.442	51.623	((uh= uh)) when I left it on more than fifteen minutes, I had to turn it off because I heard ((this#)) they were recycling the same bullshit	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	54.911	57.574	Now that's not a glut of information	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	58.287	60.243	It's a glut of pseudo information	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	62.129	63.485	mixed with information=	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	64.349	69.454	information, but information is a novelty. i- i It introduces a novelty into the structure, the unexpected	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	69.997	72.666	uh And the unexpected of course was the geurrilla war	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	73.017	81.541	which opened up o- on our flank. Although in classical warfare texts they always say, Worry about that if you're going to s- # have a long # single long line	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	82.495	83.77	These guys didn't worry about it	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	85.337	93.882	In fact they were afraid to say that it might've been a misjudgment. I notice when= the= when the newscasters talk they say, Well, some people might say that it was a misjudgment of the military, but we're not sure	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	95.845	97.957	The # I mean that's literally what they said	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	98.949	105.951	I mean there's no textbook in= mili- in= in military operations that doesn't refer to the dangers of= exposing+ er ex- of exposing a long flank	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	105.594	106.237	(({laugh}))	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	107.144	108.862	I mean it's ancient military lore.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	109.31	113.227	The Chinese knew it # the Ancient Chinese knew it, the Indians who played shatranj knew it	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	115.301	118.359	Don't let yourself get exposed on a flank. You can be cut off.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	121.377	124.148	So I don't know, I mean I # in that sense I= I think that	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	124.926	126.666	it takes a good deal of precision	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	127.511	129.03	and careful thinking	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	129.435	131.11	to be able to get somewhere.	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	131.536	133.017	And what I do is think	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	134.215	135.538	Have mind, will travel	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	135.762	136.497	{laugh}	Audience	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	136.399	138.804	I'll think as well as I can	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	139.862	140.311	and	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	141.443	143.004	I take pleasure in thinking	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	145.209	149.409	I take pleasure in trying to figure out what's happening in # to= ((to)) myself, to the world	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	149.755	151.927	and I think that's part of the pleasure of poetry	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	153.075	155.863	((It's)) the pleasure of the abil- # of pleasure of thinking and=	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	156.675	160.387	and not locking yourself in. Now, it's not the pleasure of reading an Anthony Hecht poem	Subject	
Antin-David_Complete_Seminar_University-Buffalo_3-27-03	161.288	172.683	about which I have no= no= no (({NSV})) I don't have any terrifying feelings that ((they're)) terrible but if you want to write Robert Browning uh dramatic monologues and= and update them slightly, that's what you're going to get. It's okay	Subject	
