file	beg	end	text	speaker	section
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	99.515	100.34	and	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	101.287	103.277	I want to read three poems now.	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	109.438	111.228	She Fall Down and Go Boom	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	113.376	115.621	The bridge seems too far down to take it	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	116.201	118.325	I can't take it, my mind is going	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	118.956	120.631	The funeral is so tacky	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	121.12	123.092	We all go out to dinner and leave her	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	123.62	124.925	the corner of the house	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	125.505	127.768	A license plate with a word spelled out	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	128.52	131.554	braids. A place we went on our date.	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	132.069	134.812	We look out the window and eagerly feed our eyes	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	135.555	136.945	against the landscape	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	137.545	139.196	the woods soar from rain	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	139.772	141.028	mess and structure	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	141.647	143.353	I signed my John Hancock	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	144.129	146.174	I look in the barn for an umbrella	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	146.794	148.16	the rain outside	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	148.621	150.393	the wind rising and peering	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	150.933	153.014	((He)) uses her pinafores to sweep	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	153.657	155.314	Nothing helps me decide.	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	155.918	157.253	The weekenders arrive.	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	157.866	159.838	Nobody sleeps in the same bed	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	160.468	162.774	We remind ourselves of thoughts and dreams	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	163.35	164.643	We remind ourselves	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	165.28	166.415	I can live with that,	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	167.034	167.901	he says	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	168.278	170.037	I reflect on myself, then	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	170.512	172.494	We walk, locked arm in arm	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	173.175	174.515	We are out the door, then	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	184.982	187.381	A license plate with the words spelled out	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	188.899	190.762	Nobody sleeps in the same bed	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	191.52	193.574	Breakfast is boring and untidy	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	194.375	196.698	We remind ourselves of thoughts and dreams	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	197.719	199.475	I feel absurd in this makeup	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	200.186	201.439	We remind ourselves	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	201.904	204.476	nothing backwards is anything and everything	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	205.083	206.261	I can live with that,	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	206.747	207.627	he says	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	208.151	210.134	The fool, I think to myself	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	210.623	212.605	I reflect on myself, then	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	213.145	214.312	Is nothing better	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	214.933	217.003	We walk locked arm in arm	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	217.507	218.836	We are out the door then.	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	232.976	234.054	The Games	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	237.949	240.288	The bridge seems nothing, low bridge	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	240.953	243.476	A bad case says my mind is going	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	243.896	246.806	Crying and shivering remind our wisdom teeth out	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	247.276	249.41	a license plate with a boring ((coke))	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	250.047	252.829	A place we weekenders eagerly fed our eyes	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	253.369	255.751	The buyers keep my hat on structure	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	256.333	258.608	The woods ((used skirts)) lost in the woods	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	259.24	262.126	I signing my look into the barn for hearing	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	262.877	264.719	The rain lives out the side	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	265.484	268.261	I look around the bruised against on the subway	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	268.85	270.681	A high wind in the same bed	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	271.296	274.775	We remind ourselves, Go out to dinner and leave in this makeup	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	275.606	278.174	Nothing backwards is the formula, ((even)) with that	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	278.806	281.799	The fool, I think down and go on myself then	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	282.458	284.365	We walk locked out the door then	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	286.719	288.972	Is tide too far down to make it	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	289.464	291.756	He can't take it, my mind is bronchitis	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	292.366	293.922	We had our teeth in a corner	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	294.51	297.903	Breakfast is into a bar and asks for a word spelled out	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	298.566	301.132	The weekenders ((over)) # out the window went on dates	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	301.832	305.057	I keep my hat on buying with mess about rising prices	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	305.682	309.086	~E uses her skirts to sit lost in the ((sore)) from rain	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	309.719	312.302	I look into the barn for rising John Hancock	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	312.995	314.886	We live out helps me decide	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	315.783	318.09	Eyes get lost on the place to buy beer	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	318.752	321.702	A corner of the ((sleeks)) and the ((causes thoughts roll))	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	322.331	324.973	We all go feel absurd in thoughts and dreams	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	325.835	328.336	The formula is eating anything and everything	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	329.076	331.751	She fall down and gone, I think to myself	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	332.547	335.145	out the door walk locked arm in	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	336.977	339.041	High tide, low bridge seems better	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	339.614	341.623	I can't take it, my case of sense	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	342.299	344.865	The time we had our wisdom shivering in ourselves	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	345.613	349.744	We walked in and asked for a plate with the word spelled boring and untidy	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	350.454	352.626	Looked and fed we went on, awry	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	353.469	356.748	Elements and ((fires)) soar about rising in the doorway	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	357.591	361.573	A weasel sits lost in the woods, sore from using her skirts to sweet	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	362.361	364.679	The wind rising and signing an umbrella	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	365.417	367.553	Nothing helps rain live out the day	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	368.233	372.112	We get lost on the look around the corner for a place to buy the landscape	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	372.894	375.244	Nobody sleeps in the thoughts of the house	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	376.097	379.274	I feel absurd in cells and ((I'll)) go out and leave her	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	380.084	381.786	I can live as ((anything up))	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	382.326	385.516	I reflect on myself. I think to go boom	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	386.067	388.428	We are the door locked arm in arm	Unknown2	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	392.4	392.832	um	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	393.507	395.279	I had decided not to read this ((uh=))	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	395.732	396.991	uh I just changed my mind	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	397.801	400.221	There was sort of a companion piece with it which I don't have	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	400.787	403.31	This is pretty short and it's a little essay.	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	403.975	405.904	It's sort of an attempt at the essay form	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	406.603	406.954	but	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	407.154	409.852	I think it must've been written by one of those methods because	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	410.479	411.414	It's sort of uh	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	412.509	413.887	discontinuous in a way	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	414.546	418.616	but I guess it was written in the context of thinking about writing and thinking about	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	418.94	420.383	writing about writing	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	421.188	423.235	and so that ((s-)) seems to be what it's about	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	423.905	425.137	And ((the)) title is Either	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	426.313	431.299	The letters are at hand the sounds look it lines right across the brow	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	432.853	434.614	Things want to go into pairs	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	435.057	436.418	then a propped up tier	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	436.98	440.265	and it goes out, staying in the city for this time period	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	442.028	443.649	Very different people wait	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	444.054	445.113	listen to talk	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	445.649	449.22	the whole time without one knot in their Monday morning hair	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	450.916	451.737	Fortunately	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	452.142	452.801	one year	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	453.204	453.912	everything	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	454.522	456.64	and the next year, they're naming it.	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	457.773	459.283	Well, that's correct	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	460.404	461.336	At some point	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	461.752	465.288	when there are other people around, nobody's going to be there	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	466.568	469.178	In shadow, the shadow doesn't show	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	470.342	472.33	I just stuffed myself into it	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	473.889	477.636	That kind of situation is like the key. It makes me laugh	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	478.863	484.104	Where it all takes place the year is displaced, heard faintly from a room	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	486.217	488.578	The limits ((wrought)) to bear from an early	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	489.232	490.842	as well as an earlier age	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	491.563	493.21	are defined only negatively	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	493.697	496.63	by a positive assertion of self's acts	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	497.861	499.077	(({laugh} I love that line.))	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	499.573	506.454	(({breath})) How to enter on ((dream)) stage, lines down, at least as many voices as there are	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	506.824	517.385	Eyes for years on both sides, wide open, so to speak. Jet noise knocked with standing, sudden outbursts of foolish inflated waves.	Subject	
Benson-Steve-and-Robinson-Kit_Complete-Reading_Bloughshares_Palo-Alto_02-18-79	518.198	521.834	It's the American way to come down hard with a thump	Subject	
