file	beg	end	text	speaker	section
Wisher-Yolanda_Complete-Recording_8-4-16	240.614	242.006	my two headedness,	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	242.542	243.769	my third womb	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	244.378	246.325	No gurus to pull out my teeth	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	246.744	248.939	No kites to hang my woes upon	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	249.678	252.552	I am the fray in the string before it splits	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	253.025	255.487	I am the break in my own heart	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	256.557	257.62	This is forty	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	258.45	259.842	This is forty, my love	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	260.493	261.529	You, dear	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	262.121	263.692	Gone, baby girl	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	264.13	265.816	Gone, woman child	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	266.303	269.19	Gone the old ladies, who'd with me	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	269.589	272.093	laugh about my lazy loins	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	272.882	273.856	Miss y'all.	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	277.44	279.381	{NSV} The Performer	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	282.268	284.539	You go fishing for strangers	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	284.936	287.103	You want to write something full of alchemy	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	287.6	290.581	that'll make people sit up in their chakras and go, mm	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	291.846	294.933	Make somebody remember you for ages when you leave the room	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	295.623	300.673	Not fight your way through the crowd but mingle and descend like tar residue from the ceiling	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	301.475	305.83	You want to leave a trace of yourself on the cotton of people	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	307.065	313.896	You want the band to know your name, the mic to know your mist, the poem to pull your strings and make you dance	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	314.621	317.035	Can you make a match strike behind their eyes	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	317.371	319.175	Can you make the walls wail,	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	319.54	321.678	bring the ailing from their beds	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	322.11	331.016	Like a brother all in white like a big woman spitting up ((raps)) and washboards on the bandstand, bosom heaving with a boll weevil song	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	331.449	335.42	You bring the belt that lashes the back of everyone's soul	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	336.161	337.546	and when you finish	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	338.095	339.728	everybody feel weary	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	340.507	342.359	Everybody go home	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	343.038	344.519	think about love	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	345.28	346.364	or make it	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	347.65	348.137	(({breath}))	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	351.818	354.212	My Grandmama's House is the ~EPA	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	358.428	361.0	My Grandmama's house is the ~EPA	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	361.49	364.007	call this place home and there's hell to pay	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	364.452	369.72	Shady lane banks steal people's cribs away, police departments acting like the ~KKK	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	370.381	372.912	Turncoats treat my Prez like a runaway	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	373.377	376.031	we rock the mask and hoodie like a gamma ray	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	376.459	382.409	But can't be no union when our black asses ain't okay. Shall we wait for the wiz to change the color of the day	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	382.786	385.426	while witches of doom rain on our hey, hey, hey?	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	385.854	395.283	I'm just a black girl sipping ninety four du Bellay, plotting over a mean double crochet how to make my grandma's house the ~USA	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	395.822	407.315	Going to wear my love like combat boots and berets. See, them doctors can't save you, but your grandma may. See, them doctors can't save you, but your grandma may. See, them doctors can't save you,	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	411.28	411.554	{lipsmack}	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	412.089	412.741	Dido	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	414.86	416.523	Mandingo	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	417.168	420.446	Grew up in the bay of Montigo	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	420.84	428.837	Child of martyr said he'd rather be my hero, reinvent me in the coves of Montenegro	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	431.016	445.692	Bilingual, he altered the way of my lingo. His tongue had a style so instinctual, untied my vines and bewitched my mango	Subject	
Wisher-Yolanda_Complete-Recording_8-4-16	448.258	455.48	High, the road he took to slay all my doubts	Subject	
